Period,Site,Hard Coral Cover,Hard Coral Cover_N,Hard Coral Cover_SD,Hard Coral Cover_SE,Hard Coral Cover_CI_low,Hard Coral Cover_CI_high,Hard Coral Cover_EB_low,Hard Coral Cover_EB_high,Soft Coral Cover,Soft Coral Cover_N,Soft Coral Cover_SD,Soft Coral Cover_SE,Soft Coral Cover_CI_low,Soft Coral Cover_CI_high,Soft Coral Cover_EB_low,Soft Coral Cover_EB_high,Fresh Algae Cover,Fresh Algae Cover_N,Fresh Algae Cover_SD,Fresh Algae Cover_SE,Fresh Algae Cover_CI_low,Fresh Algae Cover_CI_high,Fresh Algae Cover_EB_low,Fresh Algae Cover_EB_high,Rubble Cover,Rubble Cover_N,Rubble Cover_SD,Rubble Cover_SE,Rubble Cover_CI_low,Rubble Cover_CI_high,Rubble Cover_EB_low,Rubble Cover_EB_high,Bleaching,Bleaching_N,Bleaching_SD,Bleaching_SE,Bleaching_CI_low,Bleaching_CI_high,Bleaching_EB_low,Bleaching_EB_high
Autumn/Winter 22/23,Lutoban North MPA,26.73,28,7.73,1.46,23.73,29.73,25.26,28.19,7.41,28,6.52,1.23,4.88,9.94,6.18,8.64,18.96,28,9.17,1.73,15.4,22.51,17.23,20.69,11.04,28,5.98,1.13,8.72,13.36,9.91,12.17,8.93,28,6.55,1.24,6.39,11.47,7.69,10.17
Spring/Summer 23,Maluay Malatapay MPA,25.0,38,16.18,2.62,19.68,30.32,22.38,27.62,0.07,38,0.23,0.04,0.0,0.14,0.03,0.1,20.92,38,11.76,1.91,17.06,24.79,19.01,22.83,24.82,38,16.29,2.64,19.47,30.18,22.18,27.47,4.47,38,6.63,1.07,2.3,6.65,3.4,5.55
Spring/Summer 23,Lutoban South MPA,14.92,40,10.17,1.61,11.67,18.17,13.31,16.52,14.46,40,11.19,1.77,10.88,18.04,12.69,16.23,22.27,40,11.39,1.8,18.63,25.91,20.47,24.07,12.77,40,7.97,1.26,10.22,15.32,11.51,14.03,3.06,40,5.54,0.88,1.29,4.83,2.19,3.94
Spring/Summer 23,Lutoban Pier,43.61,39,18.48,2.96,37.62,49.6,40.65,46.57,10.41,39,8.07,1.29,7.79,13.02,9.11,11.7,9.57,39,5.85,0.94,7.68,11.47,8.64,10.51,9.68,39,8.55,1.37,6.91,12.45,8.31,11.05,3.78,39,6.39,1.02,1.71,5.86,2.76,4.81
Spring/Summer 23,Andulay MPA,28.0,45,12.2,1.82,24.33,31.67,26.18,29.82,10.19,45,6.11,0.91,8.35,12.02,9.27,11.1,14.94,45,8.25,1.23,12.47,17.42,13.71,16.17,19.26,45,13.57,2.02,15.18,23.34,17.24,21.28,5.63,45,6.34,0.95,3.72,7.53,4.68,6.58
Spring/Summer 23,Latason MPA,23.71,20,11.63,2.6,18.27,29.15,21.11,26.31,12.5,20,10.09,2.26,7.78,17.22,10.24,14.76,16.12,20,9.16,2.05,11.84,20.41,14.08,18.17,13.0,20,9.16,2.05,8.71,17.29,10.95,15.05,5.96,20,9.49,2.12,1.51,10.4,3.84,8.08
Spring/Summer 23,Kookoos,42.94,38,10.85,1.76,39.37,46.51,41.18,44.7,17.41,38,9.18,1.49,14.4,20.43,15.92,18.9,13.2,38,5.66,0.92,11.34,15.06,12.28,14.12,5.42,38,4.77,0.77,3.85,6.99,4.64,6.19,8.0,38,8.21,1.33,5.3,10.7,6.67,9.34
Spring/Summer 23,Guinsuan MPA,19.14,29,8.23,1.53,16.01,22.27,17.61,20.67,0.6,29,1.16,0.21,0.16,1.04,0.39,0.82,17.27,29,10.75,2.0,13.18,21.36,15.27,19.27,6.38,29,6.11,1.14,4.05,8.7,5.24,7.51,2.87,29,4.32,0.8,1.23,4.52,2.07,3.68
Spring/Summer 23,Salag MPA,34.8,37,12.53,2.06,30.62,38.97,32.74,36.86,22.3,37,9.65,1.59,19.08,25.52,20.71,23.88,9.55,37,5.81,0.96,7.61,11.49,8.59,10.51,6.26,37,6.73,1.11,4.02,8.51,5.15,7.37,7.95,37,8.67,1.43,5.06,10.84,6.52,9.38
Spring/Summer 23,Basak Can-Unsang MPA,18.13,37,8.07,1.33,15.44,20.82,16.8,19.46,3.56,37,4.85,0.8,1.94,5.17,2.76,4.36,11.85,37,6.64,1.09,9.63,14.06,10.76,12.94,13.02,37,10.67,1.75,9.46,16.58,11.26,14.77,5.11,37,5.42,0.89,3.31,6.92,4.22,6.0
Spring/Summer 23,Antulang,17.88,31,6.06,1.09,15.65,20.1,16.79,18.97,7.15,31,4.72,0.85,5.42,8.88,6.3,8.0,20.81,31,6.77,1.22,18.32,23.29,19.59,22.02,10.65,31,7.37,1.32,7.94,13.35,9.32,11.97,2.98,31,3.57,0.64,1.67,4.29,2.34,3.63
Spring/Summer 23,Lutoban North MPA,25.21,40,10.87,1.72,21.73,28.69,23.49,26.93,10.25,40,7.22,1.14,7.94,12.56,9.11,11.39,18.0,40,9.75,1.54,14.88,21.12,16.46,19.54,12.19,40,8.59,1.36,9.44,14.94,10.83,13.55,3.77,40,5.35,0.85,2.06,5.48,2.92,4.62
Spring/Summer 23,Dalakit MPA,30.49,12,11.14,3.22,23.41,37.57,27.27,33.7,0.14,12,0.32,0.09,0.0,0.34,0.05,0.23,34.17,12,13.21,3.81,25.77,42.56,30.35,37.98,3.82,12,3.51,1.01,1.59,6.05,2.81,4.83,8.54,12,9.54,2.75,2.48,14.6,5.79,11.29
Autumn/Winter 23/24,Andulay MPA,21.21,31,12.81,2.3,16.51,25.91,18.91,23.51,10.08,31,7.87,1.41,7.19,12.97,8.67,11.49,13.01,31,6.69,1.2,10.56,15.46,11.81,14.21,24.57,31,13.83,2.48,19.5,29.64,22.09,27.05,2.07,31,5.6,1.01,0.02,4.12,1.06,3.08
Autumn/Winter 23/24,Antulang,17.77,22,7.83,1.67,14.29,21.24,16.1,19.43,7.08,22,3.67,0.78,5.46,8.71,6.3,7.87,23.67,22,6.05,1.29,20.99,26.36,22.38,24.96,10.3,22,6.18,1.32,7.56,13.04,8.99,11.62,0.42,22,0.8,0.17,0.06,0.77,0.25,0.59
Autumn/Winter 23/24,Basak Can-Unsang MPA,14.53,16,7.8,1.95,10.38,18.69,12.58,16.48,3.7,16,3.32,0.83,1.93,5.47,2.87,4.53,11.25,16,6.95,1.74,7.55,14.95,9.51,12.99,20.89,16,10.02,2.5,15.55,26.22,18.38,23.39,0.94,16,1.52,0.38,0.13,1.75,0.56,1.32
Autumn/Winter 23/24,Dalakit MPA,26.46,8,4.96,1.75,22.32,30.6,24.71,28.21,1.35,8,2.18,0.77,0.0,3.18,0.58,2.12,33.65,8,12.35,4.37,23.32,43.97,29.28,38.01,7.4,8,3.87,1.37,4.16,10.63,6.03,8.76,4.48,8,4.94,1.75,0.35,8.61,2.73,6.23
Autumn/Winter 23/24,Guinsuan MPA,20.78,15,10.05,2.59,15.21,26.34,18.18,23.37,0.17,15,0.47,0.12,0.0,0.43,0.05,0.29,13.61,15,6.85,1.77,9.81,17.41,11.84,15.38,8.72,15,6.94,1.79,4.88,12.57,6.93,10.51,0.61,15,0.97,0.25,0.07,1.15,0.36,0.86
Autumn/Winter 23/24,Latason MPA,23.77,19,8.42,1.93,19.71,27.83,21.84,25.7,10.39,19,8.72,2.0,6.19,14.6,8.39,12.4,19.52,19,9.87,2.27,14.76,24.28,17.25,21.78,11.36,19,7.33,1.68,7.82,14.89,9.68,13.04,1.36,19,1.74,0.4,0.52,2.2,0.96,1.76
Autumn/Winter 23/24,Kookoos,40.45,33,10.57,1.84,36.71,44.2,38.61,42.29,12.93,33,7.49,1.3,10.27,15.59,11.63,14.23,18.48,33,7.45,1.3,15.84,21.13,17.19,19.78,8.51,33,6.9,1.2,6.06,10.96,7.31,9.71,0.76,33,1.09,0.19,0.37,1.14,0.57,0.95
Autumn/Winter 23/24,Lutoban Pier,38.18,28,14.24,2.69,32.66,43.71,35.49,40.88,9.91,28,7.04,1.33,7.18,12.64,8.58,11.24,16.87,28,7.59,1.43,13.93,19.82,15.44,18.31,9.7,28,8.77,1.66,6.3,13.1,8.04,11.36,1.07,28,2.17,0.41,0.23,1.91,0.66,1.48
Autumn/Winter 23/24,Lutoban South MPA,13.42,28,6.46,1.22,10.92,15.93,12.2,14.64,13.93,28,14.2,2.68,8.42,19.44,11.24,16.61,20.86,28,12.27,2.32,16.11,25.62,18.54,23.18,17.65,28,11.14,2.11,13.33,21.97,15.54,19.75,1.67,28,2.74,0.52,0.6,2.73,1.15,2.18
Autumn/Winter 23/24,Maluay Malatapay MPA,17.33,34,12.56,2.15,12.95,21.71,15.17,19.48,1.03,34,3.85,0.66,0.0,2.37,0.37,1.69,25.17,34,9.64,1.65,21.81,28.53,23.52,26.82,34.24,34,15.46,2.65,28.85,39.63,31.59,36.89,3.04,34,4.41,0.76,1.5,4.58,2.28,3.8
Autumn/Winter 23/24,Salag MPA,33.12,27,10.4,2.0,29.0,37.23,31.11,35.12,24.51,27,11.53,2.22,19.95,29.07,22.29,26.72,12.13,27,8.44,1.62,8.79,15.47,10.5,13.75,4.35,27,4.09,0.79,2.73,5.97,3.56,5.14,1.27,27,2.3,0.44,0.35,2.18,0.82,1.71
Autumn/Winter 23/24,Lutoban North MPA,18.45,28,7.17,1.36,15.67,21.23,17.1,19.81,9.64,28,7.47,1.41,6.75,12.54,8.23,11.05,20.45,28,8.06,1.52,17.32,23.57,18.92,21.97,18.01,28,9.26,1.75,14.42,21.6,16.26,19.76,1.01,28,1.73,0.33,0.34,1.68,0.68,1.34
Spring/Summer 24,Latason MPA,21.09,13,10.98,3.05,14.45,27.73,18.04,24.14,13.91,13,10.13,2.81,7.79,20.03,11.1,16.72,18.08,13,9.23,2.56,12.5,23.66,15.52,20.64,6.47,13,7.76,2.15,1.79,11.16,4.32,8.63,0.64,13,0.97,0.27,0.05,1.23,0.37,0.91
Spring/Summer 24,Basak Can-Unsang MPA,16.8,19,7.22,1.66,13.32,20.28,15.14,18.45,4.61,19,4.53,1.04,2.42,6.79,3.57,5.64,14.69,19,12.24,2.81,8.79,20.59,11.88,17.5,11.71,19,10.28,2.36,6.75,16.67,9.35,14.07,1.62,19,1.65,0.38,0.83,2.42,1.24,2.0
Spring/Summer 24,Dalakit MPA,30.95,7,8.38,3.17,23.2,38.7,27.78,34.12,2.02,7,2.92,1.1,0.0,4.73,0.92,3.13,24.29,7,6.71,2.54,18.08,30.49,21.75,26.82,7.02,7,4.19,1.58,3.15,10.9,5.44,8.61,7.38,7,5.88,2.22,1.94,12.82,5.16,9.6
Spring/Summer 24,Guinsuan MPA,14.03,12,4.78,1.38,10.99,17.06,12.65,15.41,0.49,12,0.83,0.24,0.0,1.01,0.25,0.73,17.85,12,10.3,2.97,11.31,24.39,14.88,20.82,5.28,12,4.88,1.41,2.18,8.38,3.87,6.69,2.01,12,2.83,0.82,0.22,3.81,1.2,2.83
Spring/Summer 24,Kookoos,42.66,31,11.57,2.08,38.42,46.91,40.58,44.74,14.95,31,9.67,1.74,11.4,18.49,13.21,16.68,16.61,31,7.32,1.32,13.93,19.3,15.3,17.93,4.35,31,4.01,0.72,2.88,5.83,3.63,5.08,5.62,31,7.49,1.35,2.87,8.37,4.27,6.96
Spring/Summer 24,Lutoban North MPA,23.08,33,10.45,1.82,19.38,26.79,21.26,24.9,9.44,33,6.73,1.17,7.06,11.83,8.27,10.62,18.46,33,8.8,1.53,15.34,21.58,16.93,19.99,10.93,33,8.0,1.39,8.1,13.77,9.54,12.33,2.32,33,2.8,0.49,1.33,3.32,1.84,2.81
Spring/Summer 24,Andulay MPA,27.4,33,13.58,2.36,22.58,32.21,25.04,29.76,12.55,33,6.82,1.19,10.13,14.97,11.36,13.74,16.11,33,8.94,1.56,12.94,19.28,14.56,17.67,14.85,33,8.65,1.51,11.78,17.92,13.34,16.35,4.47,33,5.87,1.02,2.39,6.55,3.45,5.49
Spring/Summer 24,Lutoban South MPA,15.97,30,6.56,1.2,13.52,18.42,14.77,17.17,17.72,30,9.76,1.78,14.08,21.37,15.94,19.5,17.47,30,10.34,1.89,13.61,21.33,15.58,19.36,10.58,30,8.74,1.59,7.32,13.85,8.99,12.18,2.36,30,3.5,0.64,1.05,3.67,1.72,3.0
Spring/Summer 24,Maluay Malatapay MPA,21.56,40,15.12,2.39,16.73,26.4,19.17,23.95,1.19,40,5.02,0.79,0.0,2.79,0.39,1.98,28.02,40,13.27,2.1,23.78,32.26,25.92,30.12,20.94,40,16.39,2.59,15.69,26.18,18.35,23.53,3.23,40,5.29,0.84,1.54,4.92,2.39,4.07
Spring/Summer 24,Salag MPA,32.9,29,14.67,2.72,27.32,38.48,30.18,35.63,25.43,29,12.19,2.26,20.79,30.07,23.17,27.69,10.69,29,7.35,1.36,7.9,13.48,9.33,12.05,4.6,29,4.65,0.86,2.83,6.37,3.73,5.46,7.79,29,9.07,1.68,4.34,11.24,6.1,9.47
Spring/Summer 24,Santa Catalina Cawitan,47.92,2,0.59,0.42,42.62,53.21,47.5,48.33,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,24.17,2,1.18,0.83,13.58,34.76,23.33,25.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,5.42,2,7.66,5.42,0.0,74.24,0.0,10.83
Spring/Summer 24,Antulang,20.14,35,9.94,1.68,16.73,23.56,18.46,21.82,6.26,35,5.24,0.89,4.46,8.06,5.38,7.15,23.57,35,7.65,1.29,20.94,26.2,22.28,24.86,8.17,35,6.53,1.1,5.92,10.41,7.06,9.27,2.05,35,1.93,0.33,1.38,2.71,1.72,2.37
Spring/Summer 24,Santa Catalina Manalongon,45.42,4,7.98,3.99,32.72,58.11,41.43,49.41,8.12,4,7.02,3.51,0.0,19.29,4.62,11.63,29.79,4,14.18,7.09,7.23,52.36,22.7,36.88,0.0,4,0.0,0.0,0.0,0.0,0.0,0.0,5.83,4,5.93,2.97,0.0,15.27,2.87,8.8
Spring/Summer 24,Lutoban Pier,31.55,28,12.33,2.33,26.77,36.33,29.22,33.88,11.99,28,7.64,1.44,9.03,14.96,10.55,13.44,17.38,28,8.17,1.54,14.21,20.55,15.84,18.93,8.81,28,8.28,1.56,5.6,12.02,7.25,10.37,2.65,28,3.14,0.59,1.43,3.87,2.05,3.24
Autumn/Winter 24/25,Basak Can-Unsang MPA,14.64,14,6.6,1.76,10.83,18.45,12.88,16.41,1.61,14,1.92,0.51,0.5,2.72,1.09,2.12,15.54,14,9.48,2.53,10.06,21.01,13.0,18.07,17.02,14,8.98,2.4,11.84,22.21,14.62,19.42,0.3,14,0.53,0.14,0.0,0.6,0.16,0.44
Autumn/Winter 24/25,Antulang,22.86,28,8.69,1.64,19.49,26.23,21.22,24.5,6.7,28,5.67,1.07,4.5,8.89,5.63,7.77,18.84,28,8.68,1.64,15.48,22.2,17.2,20.48,8.42,28,5.2,0.98,6.4,10.44,7.44,9.41,1.13,28,1.73,0.33,0.46,1.8,0.8,1.46
Autumn/Winter 24/25,Santa Catalina Manalongon,15.0,1,,,,,,,29.17,1,,,,,,,25.83,1,,,,,,,0.0,1,,,,,,,0.83,1,,,,,,
Autumn/Winter 24/25,Andulay MPA,25.34,32,9.54,1.69,21.9,28.78,23.65,27.02,8.65,32,4.83,0.85,6.9,10.39,7.79,9.5,15.21,32,10.3,1.82,11.49,18.92,13.39,17.03,17.21,32,11.51,2.03,13.06,21.36,15.18,19.25,1.07,32,1.53,0.27,0.52,1.62,0.8,1.34
Autumn/Winter 24/25,Dalakit MPA,24.5,5,11.73,5.25,9.93,39.07,19.25,29.75,0.83,5,0.83,0.37,0.0,1.87,0.46,1.21,35.83,5,14.37,6.43,17.99,53.68,29.41,42.26,4.0,5,3.97,1.78,0.0,8.93,2.22,5.78,0.0,5,0.0,0.0,0.0,0.0,0.0,0.0
Autumn/Winter 24/25,Guinsuan MPA,14.92,10,6.84,2.16,10.02,19.81,12.75,17.08,0.08,10,0.26,0.08,0.0,0.27,0.0,0.17,10.83,10,5.27,1.67,7.06,14.6,9.17,12.5,9.42,10,9.24,2.92,2.81,16.03,6.5,12.34,0.42,10,0.59,0.19,0.0,0.84,0.23,0.6
Autumn/Winter 24/25,Latason MPA,16.72,17,7.4,1.79,12.91,20.52,14.92,18.51,7.55,17,5.24,1.27,4.85,10.24,6.28,8.82,21.67,17,7.91,1.92,17.6,25.73,19.75,23.58,12.3,17,10.83,2.63,6.73,17.87,9.68,14.93,0.49,17,1.1,0.27,0.0,1.06,0.22,0.76
Autumn/Winter 24/25,Lutoban North MPA,20.95,29,8.13,1.51,17.86,24.04,19.44,22.46,7.41,29,9.58,1.78,3.77,11.06,5.63,9.19,15.55,29,8.38,1.56,12.36,18.73,13.99,17.1,16.72,29,10.83,2.01,12.6,20.84,14.71,18.74,1.67,29,2.71,0.5,0.64,2.7,1.16,2.17
Autumn/Winter 24/25,Kookoos,37.38,34,8.58,1.47,34.38,40.37,35.91,38.85,11.67,34,8.66,1.49,8.64,14.69,10.18,13.15,19.04,34,10.12,1.73,15.51,22.57,17.31,20.78,10.74,34,10.33,1.77,7.13,14.34,8.96,12.51,2.01,34,2.8,0.48,1.03,2.99,1.53,2.49
Autumn/Winter 24/25,Lutoban South MPA,16.23,27,6.68,1.29,13.59,18.88,14.95,17.52,11.91,27,7.68,1.48,8.87,14.95,10.44,13.39,15.65,27,8.01,1.54,12.48,18.82,14.11,17.19,18.52,27,12.65,2.43,13.52,23.52,16.08,20.95,1.05,27,2.01,0.39,0.25,1.84,0.66,1.44
Autumn/Winter 24/25,Maluay Malatapay MPA,17.83,30,12.86,2.35,13.03,22.64,15.48,20.18,0.5,30,1.75,0.32,0.0,1.15,0.18,0.82,29.33,30,11.92,2.18,24.88,33.78,27.16,31.51,22.97,30,11.91,2.18,18.52,27.42,20.8,25.15,1.42,30,2.51,0.46,0.48,2.35,0.96,1.87
Autumn/Winter 24/25,Mojon MPA,17.5,4,5.93,2.97,8.06,26.94,14.53,20.47,6.04,4,6.78,3.39,0.0,16.83,2.65,9.43,25.42,4,4.22,2.11,18.7,32.13,23.31,27.53,9.58,4,4.59,2.29,2.28,16.89,7.29,11.88,0.0,4,0.0,0.0,0.0,0.0,0.0,0.0
Autumn/Winter 24/25,Salag MPA,28.55,27,11.22,2.16,24.11,32.99,26.39,30.71,15.22,27,6.92,1.33,12.48,17.95,13.88,16.55,19.63,27,8.99,1.73,16.08,23.18,17.9,21.36,9.32,27,7.31,1.41,6.43,12.21,7.91,10.73,2.16,27,3.15,0.61,0.92,3.4,1.56,2.77
Autumn/Winter 24/25,Santa Catalina Cawitan,48.33,2,15.32,10.83,0.0,185.98,37.5,59.17,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,26.67,2,8.25,5.83,0.0,100.79,20.83,32.5,1.25,2,1.77,1.25,0.0,17.13,0.0,2.5,2.08,2,0.59,0.42,0.0,7.38,1.67,2.5
Autumn/Winter 24/25,Lutoban Pier,36.09,26,12.38,2.43,31.09,41.09,33.66,38.52,12.34,26,8.81,1.73,8.78,15.9,10.61,14.07,13.08,26,8.22,1.61,9.76,16.4,11.47,14.69,9.1,26,7.29,1.43,6.16,12.05,7.67,10.53,1.86,26,4.02,0.79,0.24,3.48,1.07,2.65
Spring/Summer 25,Lutoban Pier,34.23,41,14.3,2.23,29.71,38.74,31.99,36.46,8.98,41,7.03,1.1,6.76,11.2,7.89,10.08,14.78,41,6.56,1.02,12.71,16.85,13.75,15.8,12.32,41,8.56,1.34,9.62,15.02,10.98,13.65,1.93,41,3.92,0.61,0.69,3.17,1.32,2.54
Spring/Summer 25,Salag MPA,28.59,32,8.71,1.54,25.45,31.73,27.05,30.13,14.87,32,7.36,1.3,12.22,17.52,13.57,16.17,24.09,32,9.84,1.74,20.54,27.64,22.35,25.83,7.55,32,6.84,1.21,5.09,10.02,6.34,8.76,2.97,32,4.25,0.75,1.44,4.5,2.22,3.72
Spring/Summer 25,Mojon MPA,23.92,10,9.59,3.03,17.06,30.78,20.88,26.95,0.5,10,0.9,0.28,0.0,1.14,0.22,0.78,25.42,10,7.8,2.47,19.84,31.0,22.95,27.88,16.92,10,6.49,2.05,12.27,21.56,14.86,18.97,0.92,10,1.78,0.56,0.0,2.19,0.35,1.48
Spring/Summer 25,Maluay Malatapay MPA,19.64,49,13.75,1.96,15.69,23.59,17.68,21.61,0.31,49,0.72,0.1,0.1,0.51,0.2,0.41,28.23,49,13.37,1.91,24.39,32.07,26.32,30.14,23.52,49,15.47,2.21,19.08,27.96,21.31,25.73,1.79,49,3.7,0.53,0.72,2.85,1.26,2.31
Spring/Summer 25,Lutoban South MPA,14.47,39,6.5,1.04,12.36,16.57,13.43,15.51,11.84,39,9.58,1.53,8.73,14.94,10.3,13.37,13.93,39,6.35,1.02,11.87,15.99,12.91,14.95,15.77,39,13.02,2.08,11.55,19.99,13.68,17.85,1.77,39,2.84,0.46,0.85,2.7,1.32,2.23
Spring/Summer 25,Lutoban North MPA,20.22,41,8.45,1.32,17.56,22.89,18.9,21.54,8.31,41,7.87,1.23,5.83,10.8,7.08,9.54,13.74,41,9.9,1.55,10.62,16.86,12.19,15.29,16.52,41,11.15,1.74,13.01,20.04,14.78,18.27,1.63,41,2.49,0.39,0.84,2.41,1.24,2.02
Spring/Summer 25,Andulay MPA,27.4,41,8.75,1.37,24.64,30.16,26.03,28.77,8.39,41,4.31,0.67,7.03,9.75,7.72,9.07,18.9,41,10.36,1.62,15.63,22.17,17.28,20.52,15.3,41,10.14,1.58,12.1,18.51,13.72,16.89,3.41,41,5.1,0.8,1.81,5.02,2.62,4.21
Spring/Summer 25,Kookoos,35.0,43,10.54,1.61,31.76,38.24,33.39,36.61,7.95,43,7.37,1.12,5.68,10.21,6.82,9.07,23.08,43,10.77,1.64,19.77,26.39,21.44,24.72,8.6,43,7.46,1.14,6.31,10.9,7.47,9.74,3.18,43,4.55,0.69,1.78,4.58,2.48,3.87
Spring/Summer 25,Guinsuan MPA,13.62,26,8.49,1.66,10.19,17.05,11.96,15.29,0.48,26,1.36,0.27,0.0,1.03,0.21,0.75,15.51,26,9.23,1.81,11.78,19.24,13.7,17.32,9.17,26,6.11,1.2,6.7,11.64,7.97,10.37,1.09,26,2.05,0.4,0.26,1.92,0.69,1.49
Spring/Summer 25,Dalakit MPA,23.7,9,6.08,2.03,19.03,28.38,21.68,25.73,1.39,9,1.38,0.46,0.33,2.45,0.93,1.85,38.52,9,16.17,5.39,26.09,50.95,33.13,43.91,7.5,9,7.67,2.56,1.6,13.4,4.94,10.06,1.39,9,1.61,0.54,0.15,2.63,0.85,1.93
Spring/Summer 25,Basak Can-Unsang MPA,15.72,23,10.71,2.23,11.09,20.36,13.49,17.96,1.3,23,1.74,0.36,0.55,2.06,0.94,1.67,10.07,23,4.01,0.84,8.34,11.81,9.24,10.91,16.34,23,9.97,2.08,12.03,20.65,14.26,18.42,0.47,23,1.37,0.29,0.0,1.06,0.18,0.76
Spring/Summer 25,Antulang,24.67,40,12.13,1.92,20.79,28.55,22.75,26.58,5.17,40,4.37,0.69,3.77,6.57,4.48,5.86,21.35,40,8.29,1.31,18.7,24.0,20.04,22.66,9.44,40,5.75,0.91,7.6,11.28,8.53,10.35,1.75,40,3.3,0.52,0.69,2.81,1.23,2.27
Spring/Summer 25,Santa Catalina Cawitan,25.83,2,33.0,23.33,0.0,322.31,2.5,49.17,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,41.25,2,20.62,14.58,0.0,226.55,26.67,55.83,4.17,2,1.18,0.83,0.0,14.76,3.33,5.0,0.83,2,0.0,0.0,0.83,0.83,0.83,0.83
Spring/Summer 25,Latason MPA,23.49,27,9.82,1.89,19.6,27.37,21.6,25.38,6.67,27,8.34,1.6,3.37,9.97,5.06,8.27,18.73,27,10.13,1.95,14.73,22.74,16.78,20.68,9.29,27,8.05,1.55,6.11,12.47,7.74,10.84,0.86,27,1.63,0.31,0.22,1.51,0.55,1.18
Spring/Summer 25,Santa Catalina Manalongon,29.17,4,19.12,9.56,0.0,59.6,19.6,38.73,4.79,4,4.27,2.13,0.0,11.59,2.66,6.93,50.42,4,8.46,4.23,36.96,63.87,46.19,54.65,0.62,4,1.25,0.62,0.0,2.61,0.0,1.25,0.21,4,0.42,0.21,0.0,0.87,0.0,0.42
