Period,Site,Corallivore Density,Corallivore Density_N,Corallivore Density_SD,Corallivore Density_SE,Corallivore Density_CI_low,Corallivore Density_CI_high,Corallivore Density_EB_low,Corallivore Density_EB_high,Detritivore Density,Detritivore Density_N,Detritivore Density_SD,Detritivore Density_SE,Detritivore Density_CI_low,Detritivore Density_CI_high,Detritivore Density_EB_low,Detritivore Density_EB_high,Omnivore Density,Omnivore Density_N,Omnivore Density_SD,Omnivore Density_SE,Omnivore Density_CI_low,Omnivore Density_CI_high,Omnivore Density_EB_low,Omnivore Density_EB_high,Carnivore Density,Carnivore Density_N,Carnivore Density_SD,Carnivore Density_SE,Carnivore Density_CI_low,Carnivore Density_CI_high,Carnivore Density_EB_low,Carnivore Density_EB_high,Herbivore Density,Herbivore Density_N,Herbivore Density_SD,Herbivore Density_SE,Herbivore Density_CI_low,Herbivore Density_CI_high,Herbivore Density_EB_low,Herbivore Density_EB_high,Total Density,Total Density_N,Total Density_SD,Total Density_SE,Total Density_CI_low,Total Density_CI_high,Total Density_EB_low,Total Density_EB_high,Total Biomass Density,Total Biomass Density_N,Total Biomass Density_SD,Total Biomass Density_SE,Total Biomass Density_CI_low,Total Biomass Density_CI_high,Total Biomass Density_EB_low,Total Biomass Density_EB_high,Commercial Density,Commercial Density_N,Commercial Density_SD,Commercial Density_SE,Commercial Density_CI_low,Commercial Density_CI_high,Commercial Density_EB_low,Commercial Density_EB_high,Commercial Biomass Density,Commercial Biomass Density_N,Commercial Biomass Density_SD,Commercial Biomass Density_SE,Commercial Biomass Density_CI_low,Commercial Biomass Density_CI_high,Commercial Biomass Density_EB_low,Commercial Biomass Density_EB_high,Species Richness,Number of Surveys,Average Species Richness,Species Richness Shallow,Number of Surveys Shallow,Average Species Richness Shallow,Species Richness Medium,Number of Surveys Medium,Average Species Richness Medium,Species Richness Deep,Number of Surveys Deep,Average Species Richness Deep
Autumn 2022,Lutoban South MPA,20.5,8,9.1,3.22,12.89,28.11,17.28,23.72,23.25,8,17.27,6.11,8.81,37.69,17.14,29.36,29.0,8,12.13,4.29,18.86,39.14,24.71,33.29,100.75,8,88.42,31.26,26.83,174.67,69.49,132.01,787.88,8,433.73,153.35,425.26,1150.49,634.53,941.22,961.38,8,499.28,176.52,543.96,1378.79,784.85,1137.9,14.49,8,13.56,4.8,3.15,25.82,9.69,19.28,163.0,8,163.84,57.93,26.02,299.98,105.07,220.93,7.58,8,11.27,3.98,0.0,17.0,3.59,11.56,40,8,5.0,26.0,3.0,8.67,28.0,2.0,14.0,34.0,3.0,11.33
Autumn 2022,Maluay Malatapay MPA,9.76,17,8.17,1.98,5.56,13.97,7.78,11.75,16.29,17,13.81,3.35,9.19,23.39,12.94,19.64,27.06,17,17.15,4.16,18.24,35.88,22.9,31.22,119.35,17,82.75,20.07,76.81,161.9,99.28,139.42,525.0,17,320.16,77.65,360.39,689.61,447.35,602.65,697.47,17,402.16,97.54,490.7,904.24,599.93,795.01,12.09,17,13.77,3.34,5.01,19.17,8.75,15.43,108.12,17,214.25,51.96,0.0,218.27,56.15,160.08,6.34,17,13.07,3.17,0.0,13.06,3.16,9.51,57,17,3.35,38.0,6.0,6.33,40.0,6.0,6.67,48.0,5.0,9.6
Autumn 2022,Salag MPA,12.56,9,9.19,3.06,5.49,19.62,9.49,15.62,10.22,9,4.06,1.35,7.11,13.34,8.87,11.57,5.33,9,4.53,1.51,1.85,8.81,3.82,6.84,77.89,9,67.98,22.66,25.63,130.14,55.23,100.55,545.44,9,374.96,124.99,257.22,833.67,420.46,670.43,651.44,9,445.73,148.58,308.82,994.07,502.87,800.02,14.51,9,9.8,3.27,6.98,22.04,11.24,17.78,89.44,9,91.43,30.48,19.17,159.72,58.97,119.92,6.93,9,8.66,2.89,0.27,13.58,4.04,9.81,44,9,4.89,28.0,3.0,9.33,35.0,3.0,11.67,32.0,3.0,10.67
Winter 22/23,Latason MPA,17.5,4,1.91,0.96,14.45,20.55,16.54,18.46,18.75,4,7.93,3.97,6.13,31.37,14.78,22.72,17.75,4,10.44,5.22,1.14,34.36,12.53,22.97,49.75,4,20.07,10.04,17.81,81.69,39.71,59.79,628.5,4,196.53,98.27,315.77,941.23,530.23,726.77,732.25,4,202.49,101.25,410.04,1054.46,631.0,833.5,20.28,4,7.84,3.92,7.8,32.76,16.36,24.2,143.5,4,173.49,86.75,0.0,419.57,56.75,230.25,8.39,4,10.13,5.07,0.0,24.51,3.32,13.45,39,4,9.75,27.0,2.0,13.5,34.0,2.0,17.0,,,
Winter 22/23,Salag MPA,14.86,7,15.5,5.86,0.53,29.19,9.0,20.71,16.29,7,10.92,4.13,6.19,26.38,12.16,20.41,6.71,7,6.82,2.58,0.4,13.03,4.13,9.29,72.0,7,52.2,19.73,23.72,120.28,52.27,91.73,680.86,7,365.84,138.27,342.51,1019.2,542.58,819.13,790.71,7,422.83,159.81,399.66,1181.77,630.9,950.53,14.83,7,5.33,2.02,9.9,19.76,12.82,16.85,123.71,7,95.29,36.02,35.58,211.85,87.7,159.73,4.33,7,2.78,1.05,1.76,6.9,3.28,5.38,48,7,6.86,30.0,2.0,15.0,41.0,3.0,13.67,31.0,2.0,15.5
Winter 22/23,Maluay Malatapay MPA,7.17,12,2.66,0.77,5.48,8.85,6.4,7.93,14.17,12,9.29,2.68,8.26,20.07,11.48,16.85,14.42,12,10.73,3.1,7.6,21.24,11.32,17.51,107.42,12,130.15,37.57,24.72,190.11,69.85,144.99,350.42,12,216.77,62.58,212.69,488.15,287.84,412.99,493.58,12,259.86,75.01,328.48,658.69,418.57,568.6,8.45,12,5.98,1.73,4.65,12.25,6.72,10.18,93.92,12,104.38,30.13,27.59,160.24,63.78,124.05,3.63,12,4.67,1.35,0.67,6.6,2.28,4.98,52,12,4.33,39.0,4.0,9.75,40.0,4.0,10.0,33.0,4.0,8.25
Winter 22/23,Lutoban South MPA,16.0,11,8.64,2.6,10.2,21.8,13.4,18.6,17.36,11,16.92,5.1,6.0,28.73,12.26,22.46,25.27,11,19.03,5.74,12.49,38.06,19.53,31.01,52.0,11,35.23,10.62,28.33,75.67,41.38,62.62,674.36,11,372.21,112.23,424.31,924.42,562.14,786.59,785.0,11,432.24,130.32,494.62,1075.38,654.68,915.32,12.35,11,7.54,2.27,7.28,17.42,10.08,14.63,117.73,11,148.4,44.75,18.03,217.43,72.98,162.47,4.71,11,6.96,2.1,0.03,9.38,2.61,6.81,49,11,4.45,33.0,4.0,8.25,38.0,4.0,9.5,34.0,3.0,11.33
Winter 22/23,Lutoban North MPA,22.29,7,10.87,4.11,12.23,32.34,18.18,26.4,19.14,7,11.16,4.22,8.82,29.46,14.93,23.36,23.29,7,14.47,5.47,9.91,36.66,17.82,28.75,148.86,7,109.12,41.24,47.94,249.78,107.61,190.1,1352.43,7,1234.89,466.74,210.35,2494.51,885.69,1819.17,1566.0,7,1292.78,488.62,370.38,2761.62,1077.38,2054.62,37.32,7,32.36,12.23,7.39,67.25,25.09,49.55,476.71,7,645.6,244.01,0.0,1073.79,232.7,720.73,18.76,7,24.41,9.23,0.0,41.34,9.54,27.99,53,7,7.57,36.0,2.0,18.0,38.0,2.0,19.0,35.0,3.0,11.67
Winter 22/23,Andulay MPA,13.62,13,11.19,3.1,6.85,20.38,10.51,16.72,15.08,13,7.47,2.07,10.57,19.59,13.01,17.15,20.69,13,11.9,3.3,13.5,27.88,17.39,23.99,107.08,13,54.6,15.14,74.08,140.07,91.93,122.22,832.08,13,496.38,137.67,532.12,1132.04,694.41,969.75,988.54,13,534.28,148.18,665.68,1311.4,840.36,1136.72,13.56,13,12.67,3.52,5.9,21.22,10.05,17.08,83.46,13,82.75,22.95,33.46,133.47,60.51,106.41,4.17,13,5.2,1.44,1.03,7.32,2.73,5.62,63,13,4.85,38.0,5.0,7.6,43.0,3.0,14.33,47.0,5.0,9.4
Winter 22/23,Antulang,10.4,10,3.95,1.25,7.57,13.23,9.15,11.65,10.5,10,6.87,2.17,5.59,15.41,8.33,12.67,17.3,10,8.64,2.73,11.12,23.48,14.57,20.03,27.4,10,12.27,3.88,18.62,36.18,23.52,31.28,525.6,10,212.18,67.1,373.82,677.38,458.5,592.7,591.2,10,225.96,71.46,429.56,752.84,519.74,662.66,16.35,10,9.4,2.97,9.62,23.07,13.37,19.32,136.2,10,100.96,31.93,63.98,208.42,104.27,168.13,8.55,10,6.46,2.04,3.93,13.17,6.51,10.6,40,10,4.0,30.0,4.0,7.5,27.0,3.0,9.0,30.0,3.0,10.0
Winter 22/23,Kookoos,12.27,15,9.49,2.45,7.01,17.52,9.82,14.72,11.4,15,7.07,1.83,7.49,15.31,9.57,13.23,11.0,15,4.64,1.2,8.43,13.57,9.8,12.2,55.53,15,40.83,10.54,32.92,78.14,44.99,66.07,527.47,15,194.1,50.12,419.98,634.95,477.35,577.58,617.67,15,228.1,58.89,491.35,743.98,558.77,676.56,12.97,15,14.44,3.73,4.98,20.97,9.24,16.7,85.53,15,156.35,40.37,0.0,172.12,45.16,125.9,5.03,15,9.9,2.56,0.0,10.51,2.48,7.59,43,15,2.87,29.0,4.0,7.25,30.0,6.0,5.0,36.0,5.0,7.2
Winter 22/23,Basak Can-Unsang MPA,17.0,11,6.16,1.86,12.86,21.14,15.14,18.86,12.36,11,11.84,3.57,4.41,20.32,8.79,15.93,12.45,11,10.4,3.13,5.47,19.44,9.32,15.59,77.09,11,40.39,12.18,49.96,104.22,64.91,89.27,641.27,11,284.47,85.77,450.16,832.39,555.5,727.05,760.18,11,287.59,86.71,566.98,953.39,673.47,846.89,33.26,11,19.11,5.76,20.42,46.1,27.49,39.02,289.82,11,309.11,93.2,82.16,497.48,196.62,383.02,16.22,11,15.35,4.63,5.9,26.53,11.59,20.85,48,11,4.36,29.0,3.0,9.67,40.0,4.0,10.0,42.0,4.0,10.5
Winter 22/23,Guinsuan MPA,12.09,11,6.11,1.84,7.99,16.19,10.25,13.93,12.73,11,6.21,1.87,8.55,16.9,10.85,14.6,9.27,11,7.47,2.25,4.25,14.29,7.02,11.53,49.45,11,56.98,17.18,11.18,87.73,32.27,66.63,416.27,11,286.28,86.32,223.95,608.6,329.96,502.59,499.82,11,323.65,97.58,282.39,717.25,402.23,597.4,16.72,11,14.58,4.4,6.93,26.52,12.33,21.12,53.09,11,69.34,20.91,6.5,99.68,32.18,74.0,2.43,11,2.81,0.85,0.55,4.32,1.59,3.28,37,11,3.36,21.0,3.0,7.0,29.0,4.0,7.25,28.0,4.0,7.0
Winter 22/23,Dalakit MPA,19.0,2,2.83,2.0,0.0,44.41,17.0,21.0,18.5,2,0.71,0.5,12.15,24.85,18.0,19.0,12.0,2,4.24,3.0,0.0,50.12,9.0,15.0,84.0,2,25.46,18.0,0.0,312.71,66.0,102.0,324.5,2,71.42,50.5,0.0,966.16,274.0,375.0,458.0,2,103.24,73.0,0.0,1385.55,385.0,531.0,11.89,2,0.59,0.42,6.59,17.19,11.47,12.31,28.0,2,2.83,2.0,2.59,53.41,26.0,30.0,2.45,2,0.3,0.21,0.0,5.12,2.24,2.66,26,2,13.0,26.0,2.0,13.0,,,,,,
Winter 22/23,Lutoban Pier,16.9,10,12.31,3.89,8.09,25.71,13.01,20.79,6.8,10,3.43,1.08,4.35,9.25,5.72,7.88,14.5,10,11.08,3.5,6.58,22.42,11.0,18.0,102.7,10,80.58,25.48,45.06,160.34,77.22,128.18,642.1,10,424.25,134.16,338.61,945.59,507.94,776.26,783.0,10,463.95,146.71,451.11,1114.89,636.29,929.71,10.69,10,5.64,1.78,6.65,14.72,8.9,12.47,32.8,10,25.93,8.2,14.25,51.35,24.6,41.0,1.02,10,0.53,0.17,0.64,1.4,0.85,1.19,46,10,4.6,33.0,3.0,11.0,34.0,3.0,11.33,34.0,4.0,8.5
Spring 2023,Andulay MPA,14.94,16,6.43,1.61,11.51,18.37,13.33,16.55,13.44,16,7.09,1.77,9.66,17.22,11.67,15.21,17.06,16,10.45,2.61,11.49,22.63,14.45,19.68,52.69,16,33.31,8.33,34.94,70.44,44.36,61.01,536.12,16,248.87,62.22,403.51,668.74,473.91,598.34,634.25,16,259.77,64.94,495.83,772.67,569.31,699.19,17.27,16,17.14,4.29,8.14,26.4,12.98,21.55,58.5,16,51.9,12.97,30.84,86.16,45.53,71.47,7.46,16,17.34,4.34,0.0,16.7,3.12,11.79,53,16,3.31,39.0,5.0,7.8,45.0,5.0,9.0,41.0,6.0,6.83
Spring 2023,Antulang,10.94,18,4.3,1.01,8.8,13.08,9.93,11.96,12.06,18,7.23,1.7,8.46,15.65,10.35,13.76,13.5,18,5.42,1.28,10.81,16.19,12.22,14.78,29.67,18,19.03,4.49,20.2,39.13,25.18,34.15,487.5,18,190.52,44.91,392.76,582.24,442.59,532.41,553.67,18,199.47,47.02,454.47,652.86,506.65,600.68,9.02,18,4.83,1.14,6.62,11.42,7.88,10.16,79.33,18,98.01,23.1,30.6,128.07,56.23,102.43,2.64,18,3.65,0.86,0.82,4.45,1.78,3.5,53,18,2.94,32.0,6.0,5.33,41.0,6.0,6.83,42.0,6.0,7.0
Spring 2023,Basak Can-Unsang MPA,23.4,15,12.85,3.32,16.28,30.52,20.08,26.72,19.87,15,19.24,4.97,9.21,30.52,14.9,24.84,13.13,15,6.14,1.59,9.73,16.53,11.55,14.72,76.47,15,56.96,14.71,44.92,108.01,61.76,91.17,513.87,15,341.47,88.17,324.77,702.97,425.7,602.03,646.73,15,395.47,102.11,427.73,865.73,544.62,748.84,19.39,15,8.88,2.29,14.47,24.3,17.09,21.68,107.87,15,102.55,26.48,51.08,164.66,81.39,134.35,7.98,15,6.38,1.65,4.45,11.51,6.33,9.63,66,15,4.4,47.0,5.0,9.4,50.0,4.0,12.5,46.0,6.0,7.67
Spring 2023,Dalakit MPA,48.5,2,12.02,8.5,0.0,156.5,40.0,57.0,42.5,2,20.51,14.5,0.0,226.74,28.0,57.0,26.5,2,4.95,3.5,0.0,70.97,23.0,30.0,238.0,2,132.94,94.0,0.0,1432.38,144.0,332.0,571.0,2,32.53,23.0,278.76,863.24,548.0,594.0,926.5,2,202.94,143.5,0.0,2749.84,783.0,1070.0,42.59,2,8.6,6.08,0.0,119.81,36.51,48.66,124.5,2,75.66,53.5,0.0,804.28,71.0,178.0,19.76,2,12.57,8.89,0.0,132.69,10.87,28.65,48,2,24.0,48.0,2.0,24.0,,,,,,
Spring 2023,Guinsuan MPA,20.47,15,11.93,3.08,13.86,27.08,17.39,23.55,32.4,15,20.24,5.23,21.19,43.61,27.17,37.63,11.33,15,6.61,1.71,7.67,14.99,9.63,13.04,67.4,15,46.51,12.01,41.64,93.16,55.39,79.41,594.13,15,265.51,68.56,447.1,741.17,525.58,662.69,725.73,15,309.26,79.85,554.47,896.99,645.88,805.58,15.64,15,8.34,2.15,11.02,20.25,13.48,17.79,111.2,15,107.86,27.85,51.47,170.93,83.35,139.05,5.62,15,7.19,1.86,1.64,9.6,3.76,7.48,56,15,3.73,41.0,4.0,10.25,45.0,6.0,7.5,39.0,5.0,7.8
Spring 2023,Kookoos,14.53,15,9.37,2.42,9.34,19.72,12.11,16.95,5.4,15,3.78,0.97,3.31,7.49,4.43,6.37,9.13,15,5.13,1.32,6.3,11.97,7.81,10.46,58.87,15,46.59,12.03,33.06,84.67,46.84,70.9,506.67,15,215.12,55.54,387.54,625.8,451.12,562.21,594.6,15,236.74,61.13,463.5,725.7,533.47,655.73,13.23,15,9.04,2.33,8.22,18.24,10.89,15.56,44.33,15,63.38,16.36,9.24,79.43,27.97,60.7,3.15,15,4.77,1.23,0.51,5.79,1.92,4.38,43,15,2.87,30.0,4.0,7.5,34.0,6.0,5.67,36.0,5.0,7.2
Spring 2023,Latason MPA,8.7,10,6.82,2.16,3.82,13.58,6.54,10.86,11.9,10,11.79,3.73,3.47,20.33,8.17,15.63,10.9,10,9.02,2.85,4.44,17.36,8.05,13.75,38.5,10,33.96,10.74,14.21,62.79,27.76,49.24,370.4,10,330.49,104.51,133.98,606.82,265.89,474.91,440.4,10,367.01,116.06,177.86,702.94,324.34,556.46,9.05,10,6.76,2.14,4.21,13.89,6.91,11.19,81.8,10,131.47,41.58,0.0,175.85,40.22,123.38,2.6,10,2.56,0.81,0.77,4.43,1.79,3.41,47,10,4.7,40.0,5.0,8.0,35.0,5.0,7.0,,,
Spring 2023,Lutoban North MPA,14.88,17,10.01,2.43,9.74,20.03,12.46,17.31,10.88,17,8.44,2.05,6.54,15.22,8.84,12.93,12.94,17,8.19,1.99,8.73,17.15,10.96,14.93,32.94,17,16.63,4.03,24.39,41.49,28.91,36.97,477.82,17,197.16,47.82,376.46,579.19,430.01,525.64,549.47,17,210.27,51.0,441.36,657.58,498.47,600.47,10.45,17,6.93,1.68,6.88,14.01,8.77,12.13,94.53,17,168.0,40.75,8.15,180.91,53.78,135.28,3.36,17,6.63,1.61,0.0,6.77,1.75,4.97,52,17,3.06,36.0,6.0,6.0,39.0,5.0,7.8,43.0,6.0,7.17
Spring 2023,Lutoban Pier,12.82,17,11.32,2.75,7.0,18.64,10.08,15.57,4.24,17,3.21,0.78,2.58,5.89,3.46,5.01,7.53,17,4.36,1.06,5.29,9.77,6.47,8.59,55.82,17,39.14,9.49,35.7,75.95,46.33,65.32,450.35,17,205.35,49.81,344.77,555.93,400.55,500.16,530.76,17,217.44,52.74,418.97,642.56,478.03,583.5,11.04,17,10.0,2.43,5.9,16.18,8.61,13.47,30.41,17,38.26,9.28,10.74,50.08,21.13,39.69,1.16,17,1.57,0.38,0.35,1.97,0.78,1.54,49,17,2.88,34.0,5.0,6.8,34.0,6.0,5.67,33.0,6.0,5.5
Spring 2023,Salag MPA,10.81,16,4.61,1.15,8.36,13.27,9.66,11.96,10.44,16,5.97,1.49,7.26,13.62,8.95,11.93,2.75,16,1.13,0.28,2.15,3.35,2.47,3.03,39.94,16,25.95,6.49,26.11,53.76,33.45,46.42,414.88,16,179.72,44.93,319.11,510.64,369.95,459.8,478.81,16,194.97,48.74,374.92,582.7,430.07,527.56,11.52,16,5.96,1.49,8.34,14.69,10.02,13.01,42.81,16,46.97,11.74,17.79,67.84,31.07,54.55,4.73,16,3.9,0.98,2.65,6.81,3.76,5.71,48,16,3.0,32.0,6.0,5.33,39.0,5.0,7.8,34.0,5.0,6.8
Spring 2023,Maluay Malatapay MPA,8.18,17,7.31,1.77,4.42,11.93,6.4,9.95,12.35,17,5.23,1.27,9.66,15.04,11.08,13.62,14.35,17,7.15,1.73,10.68,18.03,12.62,16.09,49.47,17,36.42,8.83,30.75,68.2,40.64,58.3,348.18,17,214.33,51.98,237.98,458.38,296.19,400.16,432.53,17,224.52,54.45,317.09,547.97,378.08,486.98,8.62,17,5.97,1.45,5.54,11.69,7.17,10.06,59.71,17,70.02,16.98,23.7,95.71,42.72,76.69,3.02,17,3.96,0.96,0.98,5.06,2.06,3.98,57,17,3.35,42.0,6.0,7.0,37.0,5.0,7.4,34.0,6.0,5.67
Spring 2023,Lutoban South MPA,12.9,20,6.94,1.55,9.65,16.15,11.35,14.45,12.9,20,8.16,1.83,9.08,16.72,11.07,14.73,15.95,20,7.34,1.64,12.51,19.39,14.31,17.59,47.5,20,53.83,12.04,22.31,72.69,35.46,59.54,379.9,20,124.91,27.93,321.44,438.36,351.97,407.83,469.15,20,147.61,33.01,400.07,538.23,436.14,502.16,8.22,20,4.61,1.03,6.06,10.38,7.19,9.25,69.6,20,99.9,22.34,22.84,116.36,47.26,91.94,2.47,20,2.3,0.51,1.39,3.55,1.96,2.98,53,20,2.65,30.0,6.0,5.0,40.0,7.0,5.71,38.0,7.0,5.43
Summer 2023,Andulay MPA,18.18,11,10.49,3.16,11.14,25.23,15.02,21.34,18.27,11,10.85,3.27,10.98,25.56,15.0,21.55,22.09,11,15.0,4.52,12.02,32.17,17.57,26.61,144.73,11,70.49,21.25,97.37,192.08,123.47,165.98,839.64,11,464.76,140.13,527.41,1151.87,699.51,979.77,1042.91,11,471.65,142.21,726.05,1359.77,900.7,1185.12,16.01,11,9.19,2.77,9.84,22.18,13.24,18.78,71.36,11,48.28,14.56,38.93,103.8,56.81,85.92,6.23,11,4.56,1.37,3.17,9.3,4.86,7.61,54,11,4.91,30.0,3.0,10.0,45.0,3.0,15.0,40.0,5.0,8.0
Summer 2023,Antulang,11.38,16,6.87,1.72,7.71,15.04,9.66,13.09,13.62,16,10.38,2.59,8.09,19.16,11.03,16.22,16.75,16,7.38,1.85,12.82,20.68,14.9,18.6,66.81,16,53.79,13.45,38.15,95.47,53.37,80.26,624.56,16,259.9,64.98,486.07,763.05,559.59,689.54,733.12,16,291.96,72.99,577.55,888.7,660.13,806.12,12.84,16,7.04,1.76,9.09,16.59,11.09,14.6,82.88,16,84.42,21.11,37.89,127.86,61.77,103.98,5.38,16,5.55,1.39,2.42,8.34,3.99,6.77,46,16,2.88,31.0,6.0,5.17,36.0,5.0,7.2,30.0,5.0,6.0
Summer 2023,Basak Can-Unsang MPA,16.28,18,9.18,2.16,11.71,20.84,14.11,18.44,14.83,18,13.23,3.12,8.25,21.41,11.71,17.95,18.39,18,38.58,9.09,0.0,37.57,9.3,27.48,82.28,18,64.62,15.23,50.14,114.41,67.05,97.51,762.94,18,329.14,77.58,599.26,926.62,685.36,840.52,894.72,18,378.73,89.27,706.39,1083.06,805.46,983.99,29.2,18,24.45,5.76,17.04,41.36,23.44,34.96,221.78,18,314.33,74.09,65.47,378.09,147.69,295.87,17.03,18,21.11,4.98,6.53,27.53,12.06,22.01,55,18,3.06,36.0,6.0,6.0,40.0,6.0,6.67,43.0,6.0,7.17
Summer 2023,Dalakit MPA,9.17,6,5.04,2.06,3.88,14.45,7.11,11.22,16.67,6,11.04,4.51,5.08,28.25,12.16,21.17,7.33,6,4.18,1.71,2.95,11.72,5.63,9.04,60.83,6,22.66,9.25,37.06,84.61,51.58,70.08,189.67,6,66.6,27.19,119.77,259.56,162.48,216.86,283.67,6,90.33,36.88,188.87,378.47,246.79,320.55,18.95,6,14.92,6.09,3.3,34.61,12.87,25.04,40.0,6,25.4,10.37,13.34,66.66,29.63,50.37,11.26,6,13.12,5.35,0.0,25.02,5.9,16.61,36,6,6.0,36.0,6.0,6.0,,,,,,
Summer 2023,Guinsuan MPA,13.67,15,17.2,4.44,4.14,23.19,9.22,18.11,19.33,15,28.45,7.35,3.58,35.09,11.99,26.68,13.67,15,14.37,3.71,5.71,21.62,9.96,17.38,76.27,15,81.32,21.0,31.23,121.3,55.27,97.26,715.27,15,580.19,149.8,393.97,1036.56,565.46,865.07,838.2,15,690.94,178.4,455.57,1220.83,659.8,1016.6,13.67,15,11.36,2.93,7.38,19.96,10.73,16.6,136.33,15,159.71,41.24,47.89,224.78,95.1,177.57,6.93,15,8.17,2.11,2.41,11.46,4.82,9.04,46,15,3.07,30.0,4.0,7.5,39.0,5.0,7.8,25.0,6.0,4.17
Summer 2023,Kookoos,11.07,15,5.55,1.43,7.99,14.14,9.63,12.5,11.13,15,7.91,2.04,6.75,15.51,9.09,13.18,9.67,15,5.81,1.5,6.45,12.89,8.17,11.17,82.93,15,57.35,14.81,51.18,114.69,68.13,97.74,514.33,15,376.13,97.12,306.04,722.63,417.22,611.45,629.13,15,435.07,112.34,388.2,870.07,516.8,741.47,12.29,15,16.77,4.33,3.01,21.58,7.96,16.62,40.53,15,50.62,13.07,12.5,68.56,27.46,53.6,2.89,15,3.44,0.89,0.98,4.79,2.0,3.78,41,15,2.73,26.0,5.0,5.2,31.0,5.0,6.2,32.0,5.0,6.4
Summer 2023,Lutoban North MPA,16.09,11,8.24,2.48,10.56,21.63,13.61,18.58,16.18,11,8.02,2.42,10.79,21.57,13.76,18.6,20.55,11,10.88,3.28,13.23,27.86,17.26,23.83,91.36,11,32.31,9.74,69.66,113.07,81.62,101.1,714.27,11,343.0,103.42,483.84,944.7,610.86,817.69,858.45,11,366.02,110.36,612.56,1104.35,748.1,968.81,11.52,11,5.88,1.77,7.57,15.47,9.75,13.3,39.09,11,22.27,6.72,24.13,54.05,32.38,45.81,2.7,11,1.98,0.6,1.37,4.03,2.1,3.29,43,11,3.91,28.0,3.0,9.33,35.0,5.0,7.0,32.0,3.0,10.67
Summer 2023,Lutoban Pier,21.36,11,10.03,3.02,14.62,28.1,18.34,24.39,12.45,11,7.67,2.31,7.3,17.61,10.14,14.77,15.73,11,5.18,1.56,12.25,19.21,14.17,17.29,131.45,11,58.7,17.7,92.02,170.89,113.76,149.15,932.36,11,354.08,106.76,694.49,1170.24,825.6,1039.12,1113.36,11,364.5,109.9,868.49,1358.24,1003.46,1223.26,21.04,11,15.31,4.61,10.76,31.32,16.42,25.65,152.64,11,227.93,68.72,0.0,305.76,83.91,221.36,9.19,11,13.25,4.0,0.29,18.09,5.19,13.18,46,11,4.18,32.0,5.0,6.4,31.0,3.0,10.33,38.0,3.0,12.67
Summer 2023,Lutoban South MPA,8.72,18,4.75,1.12,6.36,11.08,7.6,9.84,11.33,18,11.35,2.68,5.69,16.98,8.66,14.01,14.06,18,7.07,1.67,10.54,17.57,12.39,15.72,57.22,18,33.96,8.01,40.33,74.11,49.22,65.23,394.72,18,162.6,38.33,313.86,475.58,356.4,433.05,486.06,18,186.68,44.0,393.22,578.89,442.06,530.06,7.98,18,4.98,1.17,5.51,10.46,6.81,9.16,56.56,18,73.7,17.37,19.9,93.21,39.18,73.93,3.33,18,4.48,1.05,1.1,5.55,2.27,4.38,43,18,2.39,32.0,5.0,6.4,35.0,7.0,5.0,29.0,6.0,4.83
Summer 2023,Salag MPA,10.0,17,6.13,1.49,6.85,13.15,8.51,11.49,12.59,17,4.6,1.11,10.22,14.95,11.47,13.7,2.47,17,2.58,0.62,1.15,3.8,1.85,3.1,47.88,17,22.47,5.45,36.33,59.43,42.43,53.33,359.06,17,331.76,80.46,188.48,529.64,278.59,439.52,432.0,17,354.19,85.9,249.89,614.11,346.1,517.9,10.34,17,8.97,2.18,5.72,14.95,8.16,12.51,34.94,17,30.03,7.28,19.5,50.38,27.66,42.22,3.9,17,4.26,1.03,1.71,6.09,2.87,4.94,45,17,2.65,27.0,6.0,4.5,28.0,6.0,4.67,37.0,5.0,7.4
Summer 2023,Latason MPA,5.27,11,5.8,1.75,1.38,9.17,3.52,7.02,8.73,11,8.15,2.46,3.25,14.2,6.27,11.18,7.82,11,5.25,1.58,4.29,11.35,6.24,9.4,21.27,11,22.37,6.74,6.25,36.3,14.53,28.02,239.36,11,181.02,54.58,117.75,360.97,184.78,293.94,282.45,11,197.75,59.62,149.6,415.31,222.83,342.08,4.63,11,4.75,1.43,1.43,7.82,3.19,6.06,44.45,11,59.66,17.99,4.38,84.53,26.47,62.44,2.62,11,3.92,1.18,0.0,5.25,1.43,3.8,30,11,2.73,19.0,6.0,3.17,27.0,5.0,5.4,,,
Summer 2023,Maluay Malatapay MPA,10.53,17,8.73,2.12,6.04,15.02,8.41,12.65,10.71,17,6.36,1.54,7.44,13.98,9.16,12.25,14.47,17,7.57,1.84,10.58,18.36,12.64,16.31,49.41,17,25.44,6.17,36.33,62.49,43.24,55.58,437.18,17,273.71,66.38,296.45,577.9,370.79,503.56,522.29,17,303.77,73.67,366.11,678.48,448.62,595.97,9.57,17,5.82,1.41,6.57,12.56,8.15,10.98,67.06,17,96.89,23.5,17.24,116.88,43.56,90.56,3.38,17,3.81,0.92,1.42,5.34,2.46,4.3,51,17,3.0,37.0,7.0,5.29,38.0,5.0,7.6,37.0,5.0,7.4
